userId,latency_variance_score,unique_comment_ratio,max_duplicate_count,total_duplicates,circular_mean_hour,mean_hour_deviance,std_hour_deviance,unique_channel_count,reply_count,toplevel_count,reply_ratio
UC-Nv4FJhMK8aPshB1VELmoQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-Nw5S0c6bq3ldlu9CT-GHw,-0.007640972036851072,0.0,0.0,0.0,-10.234129979016803,2.9048927411190513,3.3734112408912607,1.0,1.0,3.0,0.8
UC-NxNq8JSAfnkdLkM16r7NQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-O8KEJyJ9MGIdRIKwlGWng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-OYdlMvgSQIzV9mhqVLnRg,1.3430635902629933,0.0,0.4054651081081643,1.6094379124341003,9.106130645050996,-1.9816870508583446,-1.2635234979720842,0.0,2.0,2.0,2.0
UC-Og5kbdLKgs0GU3FxWkCjA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-PDPi-5c3jTo6E1lizbJFg,-0.001596201123901699,0.0,0.4054651081081643,1.0986122886681096,1.213403579042291,2.1849796158083197,1.3940239901616436,0.0,8.0,8.0,3.2
UC-PETw1P1_voShih9WRmkMg,0.005186619020770488,0.0,0.0,0.0,-10.451310963301319,0.37079348525909106,0.2911496355156562,2.0,3.0,1.0,4.0
UC-PjQboxfM0V_eQs0kOwWgw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UC-PlpyhjzNSfqByf2OqSLGg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-PqtjozYPAcCbM1ISdw9Zg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-PuL7Dg7pjcIE5Og6wFgXQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-QD-YLff0m3rFqhJT-Y6pg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-QHYKlk_ZfiNv7B6zmwjFQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-QTVmOK6LLVzK9-woRF-pA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-QUbU-rG9RbSkCThZqjSlQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UC-QXuLon0ldpumR9y6WOmJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-QZ9wnOHGiIOXrdwkbAd-Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-RAnK0D2x7DewvatyRqcHQ,0.009229211555488361,0.0,0.4054651081081643,1.0986122886681096,3.438612960093163,0.6848094121500847,3.5838053330351425,1.0,0.0,3.0,0.0
UC-RGo3WwTT500ASowTKDccw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-RqPS6KIdNVvGntivMZA0w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-Rv5tSlGkemlFwjPfqHDNw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-RxJSfjEVT9GN0aGm8G1tA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UC-Rz-choUyeGzLZ_RLcbuLw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-S7pAVa8NuLbGZRT--xCBg,0.027105836815702895,0.0,0.0,0.0,4.163651920410057,-0.7931913059301596,-0.15065189632248077,0.0,4.0,-1.0,16.0
UC-SAz3hP7iW1LkoPeb-QBYw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-SFn6kCXbluO1s0KxK85WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UC-SGKa-7MfpD1OJUIdvRmfA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-SPCp9nGZ99fhWT_INKhEQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-SWQUeNWV4ak2Rno202cvw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-SbdrLC3OaDjbz3tB3ozIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-Sx-lZR7ok19ZTOcbrSIWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-SyGZkxFJ61bkepC6yo7Pg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-T9vpeDnjGxmKSzIiM920A,-0.0034931989430528193,0.0,0.0,0.0,6.249171319955881,0.6790731178678722,2.1819965710422946,1.0,1.0,5.0,0.5714285714285714
UC-TIO7KKw5H1NPbAVjw886g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-TXGHSbAiSfi44nsZzzokA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-TdHGwX918DS0qknMVDUUQ,-0.0003080826521042884,0.0,0.0,0.0,9.818604234190811,0.3516462824749853,0.4499090983996221,2.0,0.0,4.0,0.0
UC-Ti3c85HdlsBmDKZ-SgG-w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-TvAUhl0DHgAAb09J0PSSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,8.0
UC-Txf4kjMN9A_e873cQ6HHQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0
UC-U6H7wFeBGYE6CsC6nx6rg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-UGpuEQAvfwbzcdAWvBLeA,-0.006470256164296794,0.0,0.0,0.0,1.3538838775833106,-0.5657693066809111,-0.05122496167065993,0.0,1.0,3.0,0.8
UC-UXoU2wXGKcLfKKiVZRNyQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-Ua5_AuMtQjfDw20vTkS5w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-Ug47LFEIplxPNwi2i5iQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-UpwIFLPTxr5fVRb4uzuYA,0.0026132259639017833,0.0,0.0,0.0,-8.393869354949,-1.4816870508583482,-1.263523497972083,2.0,0.0,2.0,0.0
UC-V9d56yH8uVcmbsYmVAenw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-VJOBqQnS9j56m0AJXuD4Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
UC-VVsQJSM7XV2_iO4ymF1cg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-Ve_3INBX5jlqXgU_OTbVg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UC-VnoQ-YKEGeOg2R-d1R0lg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UC-Vti0OxizS-ZRQ3GY9FXGw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
UC-W1no-ugrQ_tgUMAGFI7-g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
