userId,mean_latency_minutes,valid_comment_count,filtered_comment_count,latency_variance_score,mean_text_length,std_text_length,unique_comment_ratio,max_duplicate_count,total_duplicates,unique_channel_count
UC--FsVX4q4Ek_2DD89J5cOg,8.995589380723013,-0.4,0.0,-0.3436476003609633,0.835543250052535,0.03750330913696741,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-0irYjrvr-OMlcQbJgwD1Q,2.4125227176730903,-0.4,0.0,4.152973659241068,-0.5278564225381767,-0.44630599766712237,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-1YF8d0KYSg3ksrpQJi3Kw,21.6621067275313,-0.4,0.0,0.734945666708461,-0.3499818183131611,-0.46242994627842665,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-21uGGLcKJC5_lzrtkPzSQ,-0.22601143813734734,0.0,0.0,0.0531154506432702,-0.40578047913779774,-0.535111727313164,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-378lhkBKia0p4hzItjGvw,0.48279191967728313,-0.4,0.0,-0.23353732393605345,-0.4407528792321123,-0.4082716525056224,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.4000000000000001
UC-3Nj6oYW1QqHjBmm3iL-oQ,-0.3350765670235249,11.2,0.0,1.2233739217676802,0.24462175149679094,0.35534011577608254,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-3PP_G2wsXPI0In8hr1z4A,0.005385396362847234,0.2,0.0,0.322160255969221,-0.3825310371275325,-0.4983972762731502,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-3gxXhYdeZjFG3mk6GlyqQ,-0.4027301619286398,1.4,0.0,2.6484123760938707,-0.43852617211000244,-0.4825741230073225,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-3rwZnz8xmpX4wByAA5CQw,-0.23535813792305524,0.0,0.0,0.06377986452138473,-0.4935389363033062,-0.5554232835334055,-0.91595161349903,0.4441467833028926,0.49472844725238163,0.2
UC-3vP3XFcD_hM8WWgi6quCQ,0.05291480962548428,0.0,0.0,0.1181136787365862,-0.054746650475764186,-0.3407660441172302,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-4JFXwbKLjHEpRYu22yROQ,-0.3884460530343836,1.2,0.0,3.7780482830637725,-0.4225563495374041,-0.459756264516776,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-4SmyuWI7mQ2wl3LsVuAvQ,-0.24421547010567352,-0.2,0.0,0.12413697592453109,-0.08760149575787618,-0.2138612544069833,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-4ydC2QlcJTD8PEsMiYkLw,-0.09682798636487522,0.4,0.0,0.10345259963220772,0.6431004508652188,0.04843179389777989,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-6UBD06yk1VtTaQysO4SRQ,0.6354401854751409,2.0,0.0,18.38125913846381,-0.19982933251496723,0.0015056483027567303,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-7-qCkA4GVQznRkXeop4Lw,-0.4154910311207902,8.6,0.0,9.297494624498176,-0.3413563602235937,-0.37191150307857024,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-7CsrBveGCDiDQtCSi75NA,-0.11441569563549421,0.2,0.0,6.9060131713871336,0.5532590037856452,0.7421805981959617,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-7UGGUfegIlYvAMQEEZoWA,0.33451486454094376,0.0,0.0,-0.12217614797987054,-0.3245711605667303,-0.42164816697563273,-0.91595161349903,0.4441467833028926,0.49472844725238163,0.2
UC-7f9JLcrJWQRyF5HyHZ-qg,-0.2971515234888146,1.8,0.0,9.033009493779064,0.9947937413996093,1.353983541788934,-3.411122814785236,1.780983222062908,3.849447568914291,0.0
UC-7q5uOpgr0_2pPUJq3IXKA,0.6688656470032047,-0.4,0.0,-0.15887449461473946,2.0760810826115352,1.1664754798688688,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-7uG90CiWhRWy_ogbNo_MQ,0.8246951278583579,0.2,0.0,-0.26470473434384606,0.10742639396907921,0.21377955458510242,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-8JKGrT19vvhAvsSxAYjSQ,2.0866369882292597,0.8,0.0,-0.3147085245958739,-0.23520518756440456,0.18383959846733874,-0.47603162208768773,0.4441467833028926,0.49472844725238163,0.4000000000000001
UC-8SI97g7bH6iCOyRhC6Emg,0.1278984004949772,0.4,0.0,-0.17915803185189794,0.24782355258740654,0.13059602908724824,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-9oSS0x2AoD2EC2WWP6XgA,-0.4338852742977381,-0.2,0.0,6.947674422061883,-0.4581735878933252,-0.5606763243270765,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-AAsyvqCmt4FS4x02OFxxQ,0.48253807895732,2.0,0.0,-0.29416823937464925,0.2634644365247184,0.3441044189743593,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.4000000000000001
UC-AbeGBC9-f2huFbou2g-zQ,0.12900305744035273,-0.4,0.0,1.7123758063469028,-0.4462541556514427,-0.552645341816337,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-B97mdpY4nQf6U5g5sLgAw,-0.11694612472341598,-0.2,0.0,-0.12874731988403335,-0.19762702414448372,-0.28300107349259646,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-BU1Oft2db2OJGvjJu0cVQ,-0.3590574248524562,-0.2,0.0,1.3081047542193132,0.3097129123048733,0.14632396717862073,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-BXHTd3YCTAKSmQxKXpp3A,-0.20150818223739533,-0.2,0.0,0.18522052739008826,-0.38711543414364114,-0.29952328253170846,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-CD-5yfri_k3udBJrU9lrw,0.015182574527530513,-0.2,0.0,0.10098866666099189,-0.3450917948293119,-0.5079484290326886,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-DcxLlvZobej4Akmi1EoAg,0.9718815047363943,1.2,0.0,-0.05424849830826622,0.7270693637329183,1.2483189226793256,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-Dso8HOjmeoJUMIyHBTXXQ,24.503982422624283,-0.4,0.0,-0.34571256492499747,-0.1666059376688152,-0.25434145730289753,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-EBcyOAennLG1GcFaKL7og,-0.33062206704668307,-0.4,0.0,0.20780113248881385,0.26432738184539767,1.2999449400953256,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-EKiqZtZzhGPAvSWxtGigQ,-0.4003735579848019,0.0,0.0,8.478178774861368,-0.12875191659294663,-0.3247604986897326,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-EN0IkeFc0UcjUXUDqx6Ug,-0.3468218508170612,0.2,0.0,17.150204029867936,-0.4002955755649535,-0.4806678041341653,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-E_u0tONL7jX233EX8yy1A,-0.17226573821463712,10.2,0.0,0.862436789075557,-0.31091959408280084,-0.2945914666429475,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.6000000000000001
UC-Ekcs3ss_AQ6U3la4Wkkng,1.7367113722055807,-0.2,0.0,-0.2787217924991525,-0.21443647987021539,-0.23889211915091293,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-Ev4K7f5ab1Yn64Og1iV_Q,-0.08540140045493476,0.6,0.0,-0.116862484926635,-0.06299856510475974,-0.21839637876427154,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-EzdIsompamqS86hM6BoFw,-0.2948960176880923,0.0,0.0,0.5377831205122746,-0.29248038145396976,-0.29800101957818875,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.4000000000000001
UC-FqRGmpYblBUFpcbWrCXRw,4.321786878194521,-0.2,0.0,-0.31103006626194574,0.3494443531111482,0.4339398193536435,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-Gxz4mteLnisGpzdrSU7UA,0.12581773935417867,-0.4,0.0,-0.14451947234586418,0.259742984829289,0.2633120918302065,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.4000000000000001
UC-HdnU56uNl9AaH-sihmqtA,-0.27976160490430485,-0.2,0.0,0.18677919360553696,-0.1831097669268063,-0.28313668310141055,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-IDzIL-9BdmkXzyzLHFyGA,0.7205974861045987,0.4,0.0,-0.22342700723265085,-0.48618934743621134,-0.4955535242822201,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-ISj9vvmY4p2GaXHlCJrtw,0.2734878458027041,-0.2,0.0,-0.21335466484853735,-0.1624799803543174,-0.18960989648281043,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-JVRGWnjzZuEGi88c9eLAA,2.0731439769140447,3.8,0.0,-0.28054227217581756,-0.0831346473832062,-0.03225275623629042,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-JhPFulE3Cb0etdvtVLVrw,0.7021231578824996,0.6,0.0,-0.27569565009689234,-0.4068283413129083,-0.4835694429719997,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.2
UC-Jqjfh8dpLk9gf8RFMLlGg,15.817478754858383,0.2,0.0,-0.34136115804968664,-0.028959417260153043,-0.008203641865631231,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-KDWf1OwOA_lxJaTYIh2Eg,-0.07736436794907918,0.0,0.0,-0.05250256076937914,-0.38416832177614274,-0.47977012489882986,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.0
UC-LDOX6xdSyeUiFMggIRC0w,-0.2637885134794756,0.6,0.0,19.258028040574153,-0.3486064992083285,-0.052845685155213415,-0.5530176205846722,0.4441467833028926,0.49472844725238163,0.0
UC-MQs_75memf3OJySZJNTYQ,-0.17033314087088613,-0.4,0.0,0.16336535521123421,-0.44166975863533403,-0.432773604227178,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.4000000000000001
UC-NgJWuUZ2vpp11_78_fUOA,0.546568032891703,-0.4,0.0,-0.2424256240373591,0.1543018534587901,0.8012939536970203,0.2938283628821613,-0.22427143607711517,-0.2507646908947094,0.4000000000000001
