userId,latency_variance_score,unique_comment_ratio,max_duplicate_count,total_duplicates,emoji_percentage,caps_ratio,circular_mean_hour,mean_hour_deviance,std_hour_deviance,unique_channel_count,comment_velocity,account_age,reply_count,toplevel_count,reply_ratio
UC-2WU6A8IKIM9_6Q_XIBfcw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14266145903954286,-0.04911961418546371,0.0,0.0,0.0
UC-2_8w8gwVT2w9uzu3tFxCw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06396480988147134,0.1615781701128122,2.0,-2.0,0.0
UC-2efFyym7VmQvu7PJFd6kQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817813539520473,-0.40091085982434577,0.0,0.0,0.0
UC-2f85HI4bK332THHmdYnMw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2587492304436723,0.2541977590102531,0.0,0.0,0.0
UC-2f9j4EM8a3gZQnISROugA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2993540971576665,-1.9544436793218354,0.0,0.0,0.0
UC-2gEefyVnuUtl0hLAIDA7Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2146676719464869,0.12553562362080767,0.0,0.0,0.0
UC-2mCCYux1UAakOmUVAH6ew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12560985170554967,-0.08556701771606941,0.0,0.0,0.0
UC-2nfYlWwO0j7rcRWs9oqoA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7559643275725296,-0.9588724000431984,0.0,0.0,0.0
UC-2o6jxVng1HrhkzLAbZFUg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23711063210335312,0.188528032138111,0.0,0.0,0.0
UC-2pFMc1W2qD3it0hjPtAfA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872417934736514,-0.6724797963597939,0.0,0.0,0.0
UC-2vczKBsE5B17mjAJUGjSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9253678016493934,-1.588040065818105,0.0,0.0,0.0
UC-2xUCtSOoHfnAnhqroDRSg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2662305661992315,0.2781784362418454,0.0,0.0,0.0
UC-2xyNdudW4jFHt8cuEj4vQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17280262133771362,0.019539599687331332,0.0,0.0,0.0
UC-3-Y0E5TSdzfMtLmRH_8qA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11489735927047592,-0.4780247781498342,0.0,0.0,0.0
UC-33Q32MH0PIol5YYqUbKRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555932100754841,-0.642931875164743,0.0,0.0,0.0
UC-33q72rgcw3zsuajqGDT_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7493466033715164,-1.8267201893446106,0.0,0.0,0.0
UC-36JYR1Z8AB6Ck7qfpEOvw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19210616722268917,0.06672436975357741,0.0,0.0,0.0
UC-36p3v7z3QX7k8n0aBucqQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31917813695239483,-0.1372235172508177,1.0,-1.0,1.0
UC-374lAtZmEeid8yGhQUWcQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.382860979198359,-2.1675821536943727,0.0,0.0,0.0
UC-378lhkBKia0p4hzItjGvw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.005123149714077,-2.2175720958687433,0.0,0.0,0.0
UC-39noe79qFRuRA40T4kaRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23402707062892675,0.17958220395266236,0.0,0.0,0.0
UC-39vniQDl36kjU9USR7cIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11395515762480832,0.42775696583401307,0.0,1.0,0.0
UC-3Bf1bQDMEMTlNYE3B9NPw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21144377829458638,0.11687017501599267,0.0,0.0,0.0
UC-3D9afXvEhnChc6I-6zCVg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2757178700582192,0.30962944389673863,0.0,0.0,0.0
UC-3HqT6F3nHJcfFr4yRQ2Yg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38749468762205863,-0.7722940216525427,0.0,0.0,0.0
UC-3Kjycd_OYFxLCDHD1AvSw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20173246733281774,-0.5836413002497715,0.0,0.0,0.0
UC-3Nj6oYW1QqHjBmm3iL-oQ,0.032070278387488875,0.0,0.0,0.0,0.004757964418700869,0.00474631751227496,-5.743658222777279,0.5523889567234712,0.33884683201194266,0.0,17.31426691653395,-0.5747033835752486,1.0,22.0,0.041666666666666664
UC-3PP_G2wsXPI0In8hr1z4A,0.007261021749928539,0.0,0.0,0.0,0.0,0.7596319723979299,4.667012274809032,-1.1523482731768726,-0.15981351294066926,1.0,9.63058699821685,-1.0485906178006505,1.0,5.0,0.14285714285714285
UC-3QaaQRSXycAO-CTOEczgA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23413621150427516,0.17989718247575354,0.0,0.0,0.0
UC-3S5bYZfESvAHvJMxEwPWw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.079269463808172,-2.1069918238193863,0.0,0.0,0.0
UC-3Sc2rzcTuZEr70xWOuwHg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14279700693743363,-0.04882332010113248,0.0,0.0,0.0
